Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-1.0068772654378926,1.21257491605411,0.218973094973816,0.473977585149438,1.27819757974841,-0.155998464442089,-0.213293559835732,-0.202198247782211,-0.0958504841115385,1.60579420762998,-0.327988235969026,-0.3401449102032,-3.0350267663127,0.990799245402051,1.78625618490967,0.521593180409058,0.626339504515792,-0.0726822512415872,0.565356027509424,-0.360509599331407,-0.143247163132401,-0.275122859161325,-0.639554101152806,-0.0753706287198512,-0.556319680754996,0.460015357648162,-0.465967139018814,-0.0055810006233964,0.0203698678785699,-0.19064028563646881,0.0
1.1800581786122304,-0.810977342718791,1.05972841214137,0.841634685815501,-0.319797059271652,0.802134732092187,-1.40508706096729,0.935988686426753,-0.0218690823958134,-0.851725770848657,-1.25522675976032,1.62936454275778,-0.259526332010378,-1.44878722987398,-1.00945927867906,-0.325988996524762,0.933576420299366,0.640169974837616,0.915443163071083,-0.796998614764352,-0.107112331296781,-0.0067405605560606,-0.213098957672513,-0.267584751924622,0.380653604899312,0.207557503975591,0.183705434718385,0.0039821709296605,0.111648523248175,-0.3577804755568919,0.0
0.7508312966829898,-3.96179505556535,3.61512531720286,-0.457422059242517,0.755984323079645,0.0378600254033311,2.48457847289391,-3.55505080527328,-6.86965979842975,-1.44511374595923,-0.250846648609898,-0.400777843829494,1.21926893589174,-0.0113700697533512,1.35971781221484,-0.707288915344201,1.89493644543337,-0.91072806513207,0.378581394384829,-1.85793312705024,1.8665502956429,-3.77180522781482,1.02983018586318,0.499667252140155,-1.45230969001221,-0.215149578459944,-0.348261811215971,-0.641360900685409,0.0851705484897162,-0.3577330464451097,0.0
1.1808312508430414,-0.39434035500094,0.52978056891059,1.53386128231723,-0.77956472523475,-0.104945236611353,-0.400309059323037,0.382128449867415,0.179381745244914,-0.450639196673771,-0.484843032579208,1.53042187282432,0.140542307929112,-1.22856200873223,0.593739280624605,0.581480227171874,0.0464704199222067,-0.117165046342246,-0.20606371534299,0.0961047913503437,-0.0889382619750642,0.0553849492747685,0.0604542155505439,-0.0487637889306726,0.247822567560808,-0.392373767213991,0.922233812148806,-0.0284260209197736,0.0312874762934576,-0.32529153398609456,0.0
-1.1120150888282048,-1.73904423370287,0.889094894824763,1.70411199622382,-0.909930219468742,1.12670931972164,0.565314300034211,0.402238677525503,0.572563301631805,0.796464366874922,-1.80367999758094,1.73739034523303,-2.08208863735208,1.41086641213588,1.1688865748485,0.286827104704561,-0.330962420161522,1.51586930186886,-2.07355771274012,-3.54836519247481,-0.48093098654073,-0.262532039686887,-0.469436608447363,0.223255515721691,-0.769368991693552,0.0169987439346868,-0.107519024980681,-0.383496726201698,-0.271355704930821,-0.35668960598590166,0.0
1.137281515174015,1.20014291098789,-0.120327262558977,0.760675305758139,0.922649838667629,-0.293927596954962,0.867406333004595,-0.692199693624033,0.323074432254486,0.725659179793412,-0.0303674233406773,-0.257899532605072,0.725367616751972,0.144090145631794,-0.234411916760314,-0.423574401302178,0.654516797145946,-0.968865070403262,0.860432075165329,0.567371735514913,-0.0816460385806387,-0.0960604057656601,-0.102897474385087,-0.17727865273378,-0.958632448563086,0.556798506585727,-0.346160808730477,0.0666252272867526,0.0150365171486214,-0.31400340538193433,0.0
0.815339879498451,1.03502719967848,-0.0581948166801537,-0.0510559913901555,1.25802538860184,-0.112556260347749,-0.330136484964757,0.278804518486491,-0.0478742610374872,-0.0759389500123827,0.143381258193631,0.63186290212657,0.479439325760553,-0.923340483680268,0.603881655464967,-0.588750734770133,-0.0348628691886565,-0.434734052202512,0.27965648246004,0.258501273907216,-0.0010142886284002,0.0438495378432497,-0.0018737074899033,-0.274526077024304,0.0153284754827452,0.791566918312361,-0.265878467955005,-0.0182564203786209,0.0153135831071004,0.10816311859130233,0.0
-1.2885332481967438,1.15869937602772,0.331467847385589,0.689981146823551,1.67213875516198,-0.255822044164958,-0.337555183716471,-0.0464789186146701,-0.0996162747736554,1.599443075069,-0.483461947354959,0.652977842297811,-2.02665739860475,1.15334149887781,1.57761226179648,-0.824536487841159,-0.835255077872237,1.13185503274519,-0.777231809440918,-0.68992743473325,-0.278714088299257,-0.238616327267301,-0.201781336002048,-0.0003909835246996,0.33875071331917,0.588835987126834,-0.369251924034552,0.0131246944510283,0.0108864294235151,-0.3566421768741195,0.0
-1.33809576788319,1.19361448400003,-0.516301076865486,0.401358317242352,0.0916524795495294,-0.55090117468546,0.247888854637591,-0.569121791608279,0.0210298756469566,0.28219319052802,0.403457583210404,1.80885172817684,-1.78604533665317,1.83250362991058,1.59602268120302,-1.10370290441102,-1.65242579935342,0.797426104715847,1.15348474532972,-0.828691764207157,-0.468895023556998,-0.624832833590315,-1.0883962771891,0.0430537281357398,-0.37332749855826,0.22246495576351,0.249774468996448,-0.028710989437673,0.003255020848129,-0.07728470847704454,0.0
0.8095847862246349,1.33941507848914,-0.529654626133333,0.216734911317529,-0.745884476084863,-0.904536547252749,-0.850040028163226,-0.441845874103989,-0.14543735491278,-1.14920113766418,0.817498406523624,1.43361337665096,0.0328367171820129,0.0156863767339252,0.145318036767242,-0.0357840570569089,1.19238919636592,0.0451595050566196,-0.880958032650333,0.802072805115023,0.121078197927064,0.276877600894328,0.646162041666891,-0.146038467469542,0.363738387557081,0.590682532593422,-0.135874138234657,-0.0144063613026643,0.0041017915218482,-0.20060039911072786,0.0
